362,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:24:49.1820000","STOP",,,,"2024-09-17 22:54:47"
193,,,,,,,";DISCHARGE NOT CLOSED;MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:58:56.9470000","STOP",,,,"2024-05-18 11:28:55"
22,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:19:24.6050000","STOP",,,,"2024-05-18 08:49:22"
363,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:25:19.1480000","STOP",,,,"2024-09-17 22:55:17"
194,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:00:56.9920000","STOP",,,,"2024-05-18 11:30:55"
23,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:19:54.5710000","STOP",,,,"2024-05-18 08:49:52"
364,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:25:49.1300000","STOP",,,,"2024-09-17 22:55:47"
195,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:01:27.0130000","STOP",,,,"2024-05-18 11:31:25"
24,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:20:24.5960000","STOP",,,,"2024-05-18 08:50:22"
365,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:26:19.2630000","STOP",,,,"2024-09-17 22:56:17"
